CHNL_CD	CUST_CD	PD_CD	PD_NM	DT	SALES	AMT	DC	UNIT_PRICE	STORE_PRICE
SELL-IN	A	200 	다	20191123	2,238,576 	3,576 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191124		0 			
SELL-IN	A	200 	다	20191125	3,936,288 	6,288 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191126	8,338,320 	13,320 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191127	6,625,584 	10,584 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191128	2,944,704 	4,704 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191129	3,650,832 	5,832 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191130	1,126,800 	1,800 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191201	300,480 	480 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191202	4,972,944 	7,944 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191203	5,408,640 	8,640 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191204	1,006,608 	1,608 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191205	3,410,448 	5,448 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191206	2,644,224 	4,224 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191207	2,103,360 	3,360 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191208		0 			
SELL-IN	A	200 	다	20191209	2,659,248 	4,248 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191210	4,191,696 	6,696 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191211	9,224,736 	14,736 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191212	1,472,352 	2,352 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191213	1,051,680 	1,680 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191214	2,884,608 	4,608 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191215		0 			
SELL-IN	A	200 	다	20191216	3,816,096 	6,096 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191217	9,480,144 	15,144 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191218	1,682,688 	2,688 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191219	2,388,816 	3,816 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191220	1,502,400 	2,400 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191221	946,512 	1,512 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191222		0 			
SELL-IN	A	200 	다	20191223	6,295,056 	10,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191224	2,298,672 	3,672 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191225	8,758,992 	13,992 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191226	1,938,096 	3,096 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191227	3,996,384 	6,384 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191228	585,936 	936 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191229		0 			
SELL-IN	A	200 	다	20191230	2,328,720 	3,720 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20191231	7,422,636 	10,536 	31.1%	705 	1,023 
SELL-IN	A	200 	다	20200101	3,756,000 	6,000 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200102	3,725,952 	5,952 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200103	3,410,448 	5,448 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200104	3,725,952 	5,952 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200105		0 			
SELL-IN	A	200 	다	20200106	5,573,904 	8,904 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200107	6,265,008 	10,008 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200108	1,081,728 	1,728 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200109	1,322,112 	2,112 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200110	1,802,880 	2,880 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200111	2,779,440 	4,440 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200112		0 			
SELL-IN	A	200 	다	20200113	3,635,808 	5,808 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200114	7,361,760 	11,760 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200115	2,644,224 	4,224 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200116	1,577,520 	2,520 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200117	5,754,192 	9,192 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200118	3,380,400 	5,400 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200119		0 			
SELL-IN	A	200 	다	20200120	4,957,920 	7,920 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200121	8,804,064 	14,064 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200122	8,849,136 	14,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200123	11,929,056 	19,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200124		0 			
SELL-IN	A	200 	다	20200125		0 			
SELL-IN	A	200 	다	20200126		0 			
SELL-IN	A	200 	다	20200127		0 			
SELL-IN	A	200 	다	20200128	10,727,136 	17,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200129	2,989,776 	4,776 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200130	4,462,128 	7,128 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200131	5,378,592 	8,592 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200201	2,734,368 	4,368 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200202		0 			
SELL-IN	A	200 	다	20200203	3,290,256 	5,256 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200204	5,033,040 	8,040 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200205	1,246,992 	1,992 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200206	1,096,752 	1,752 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200207	1,201,920 	1,920 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200208	5,183,280 	8,280 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200209		0 			
SELL-IN	A	200 	다	20200210	3,966,336 	6,336 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200211	6,295,056 	10,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200212	3,230,160 	5,160 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200213	3,215,136 	5,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200214	4,792,656 	7,656 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200215	3,350,352 	5,352 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200216		0 			
SELL-IN	A	200 	다	20200217	4,492,176 	7,176 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200218	1,862,976 	2,976 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200219	1,878,000 	3,000 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200220	7,496,976 	11,976 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200221	1,893,024 	3,024 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200222	4,146,624 	6,624 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200223		0 			
SELL-IN	A	200 	다	20200224	5,273,424 	8,424 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200225	4,356,960 	6,960 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200226	2,493,984 	3,984 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200227	3,786,048 	6,048 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200228	5,018,016 	8,016 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200229	2,629,200 	4,200 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200301		0 			
SELL-IN	A	200 	다	20200302	4,537,248 	7,248 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200303	8,067,888 	12,888 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200304	3,170,064 	5,064 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200305	4,657,440 	7,440 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200306	1,382,208 	2,208 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200307	5,002,992 	7,992 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200308		0 			
SELL-IN	A	200 	다	20200309	6,595,536 	10,536 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200310	5,814,288 	9,288 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200311	3,064,896 	4,896 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200312	4,146,624 	6,624 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200313	1,502,400 	2,400 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200314	6,655,632 	10,632 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200315		0 			
SELL-IN	A	200 	다	20200316	5,363,568 	8,568 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200317	3,861,168 	6,168 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200318	4,417,056 	7,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200319	2,223,552 	3,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200320	2,193,504 	3,504 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200321	4,417,056 	7,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200322		0 			
SELL-IN	A	200 	다	20200323	8,743,968 	13,968 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200324	12,154,416 	19,416 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200325	2,824,512 	4,512 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200326	5,453,712 	8,712 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200327	5,739,168 	9,168 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200328	1,817,904 	2,904 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200329		0 			
SELL-IN	A	200 	다	20200330	4,387,008 	7,008 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200331	6,774,084 	10,824 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200401	8,563,680 	13,680 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200402	1,231,968 	1,968 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200403	2,644,224 	4,224 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200404	4,086,528 	6,528 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200405		0 			
SELL-IN	A	200 	다	20200406	7,451,904 	11,904 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200407	6,114,768 	9,768 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200408	1,968,144 	3,144 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200409	3,876,192 	6,192 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200410	4,146,624 	6,624 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200411	8,503,584 	13,584 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200412		0 			
SELL-IN	A	200 	다	20200413	2,989,776 	4,776 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200414	5,694,096 	9,096 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200415	5,483,760 	8,760 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200416	6,956,112 	11,112 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200417	3,891,216 	6,216 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200418	5,258,400 	8,400 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200419		0 			
SELL-IN	A	200 	다	20200420	3,185,088 	5,088 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200421	9,975,936 	15,936 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200422	2,719,344 	4,344 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200423	3,575,712 	5,712 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200424	6,159,840 	9,840 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200425	3,425,472 	5,472 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200426	2,493,984 	3,984 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200427	5,543,856 	8,856 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200428	7,331,712 	11,712 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200429	5,273,424 	8,424 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200430	5,558,880 	8,880 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200501	8,458,512 	13,512 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200502	8,849,136 	14,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200503	9,299,856 	14,856 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200504	6,610,560 	10,560 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200505	11,042,640 	17,640 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200506	6,896,016 	11,016 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200507	5,889,408 	9,408 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200508	6,069,696 	9,696 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200509	8,728,944 	13,944 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200510	4,221,744 	6,744 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200511	4,146,624 	6,624 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200512	9,359,952 	14,952 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200513	4,582,320 	7,320 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200514	5,498,784 	8,784 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200515	9,525,216 	15,216 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200516	2,929,680 	4,680 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200517	2,854,560 	4,560 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200518	7,046,256 	11,256 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200519	13,822,080 	22,080 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200520	3,831,120 	6,120 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200521	6,039,648 	9,648 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200522	4,432,080 	7,080 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200523	6,715,728 	10,728 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200524	10,456,704 	16,704 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200525	4,402,032 	7,032 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200526	8,368,368 	13,368 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200527	5,123,184 	8,184 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200528	6,310,080 	10,080 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200529	11,718,720 	18,720 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200530	18,133,968 	28,968 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200531	11,658,624 	18,624 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200601	4,672,464 	7,464 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200602	4,582,320 	7,320 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200603	8,894,208 	14,208 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200604	5,033,040 	8,040 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200605	9,960,912 	15,912 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200606	9,104,544 	14,544 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200607	8,173,056 	13,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200608	4,762,608 	7,608 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200609	9,510,192 	15,192 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200610	9,074,496 	14,496 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200611	15,069,072 	24,072 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200612	7,677,264 	12,264 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200613	8,458,512 	13,512 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200614	6,069,696 	9,696 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200615	10,246,368 	16,368 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200616	10,922,448 	17,448 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200617	3,395,424 	5,424 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200618	11,403,216 	18,216 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200619	8,022,816 	12,816 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200620	25,450,656 	40,656 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200621	20,703,072 	33,072 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200622	25,754,496 	68,496 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200623	8,166,720 	21,720 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200624	13,743,552 	36,552 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200625	4,638,336 	12,336 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200626	5,522,688 	14,688 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200627	4,232,256 	11,256 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200628	5,558,784 	14,784 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200629	10,206,144 	27,144 	63.2%	376 	1,023 
SELL-IN	A	200 	다	20200630	6,258,912 	21,912 	72.1%	286 	1,023 
SELL-IN	A	200 	다	20200701	5,303,472 	8,472 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200702	3,230,160 	5,160 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200703	3,966,336 	6,336 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200704	5,018,016 	8,016 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200705	1,893,024 	3,024 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200706	6,971,136 	11,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200707	5,739,168 	9,168 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200708	4,432,080 	7,080 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200709	7,316,688 	11,688 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200710	5,528,832 	8,832 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200711	9,735,552 	15,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200712	5,979,552 	9,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200713	7,016,208 	11,208 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200714	2,358,768 	3,768 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200715	5,183,280 	8,280 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200716	4,131,600 	6,600 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200717	9,735,552 	15,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200718	5,543,856 	8,856 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200719	5,468,736 	8,736 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200720	7,121,376 	11,376 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200721	6,415,248 	10,248 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200722	7,857,552 	12,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200723	7,166,448 	11,448 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200724	9,209,712 	14,712 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200725	3,320,304 	5,304 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200726	3,034,848 	4,848 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200727	5,829,312 	9,312 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200728	5,829,312 	9,312 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200729	10,621,968 	16,968 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200730	18,930,240 	30,240 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200731	41,031,759 	15,648 	-156.4%	2,622 	1,023 
SELL-IN	A	200 	다	20200801	9,269,808 	14,808 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200802	2,524,032 	4,032 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200803	4,056,480 	6,480 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200804	2,539,056 	4,056 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200805	3,560,688 	5,688 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200806	4,356,960 	6,960 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200807	3,245,184 	5,184 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200808	5,769,216 	9,216 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200809	3,921,264 	6,264 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200810	3,245,184 	5,184 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200811	6,760,800 	10,800 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200812	5,303,472 	8,472 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200813	5,679,072 	9,072 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200814	6,880,992 	10,992 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200815	8,698,896 	13,896 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200816	6,460,320 	10,320 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200817	7,947,696 	12,696 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200818	18,239,136 	29,136 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200819	10,787,232 	17,232 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200820	6,445,296 	10,296 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200821	5,769,216 	9,216 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200822	9,750,576 	15,576 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200823	3,725,952 	5,952 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200824	7,121,376 	11,376 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200825	4,822,704 	7,704 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200826	8,909,232 	14,232 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200827	7,977,744 	12,744 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200828	5,078,112 	8,112 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200829	5,709,120 	9,120 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200830	5,063,088 	8,088 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200831	32,706,711 	15,120 	-111.5%	2,163 	1,023 
SELL-IN	A	200 	다	20200901	10,456,704 	16,704 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200902	5,483,760 	8,760 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200903	4,852,752 	7,752 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200904	3,365,376 	5,376 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200905	6,310,080 	10,080 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200906	3,500,592 	5,592 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200907	6,490,368 	10,368 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200908	5,393,616 	8,616 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200909	2,298,672 	3,672 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200910	4,236,768 	6,768 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200911	5,694,096 	9,096 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200912	6,054,672 	9,672 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200913	1,652,640 	2,640 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200914	5,979,552 	9,552 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200915	8,488,560 	13,560 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200916	3,305,280 	5,280 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200917	3,936,288 	6,288 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200918	2,133,408 	3,408 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200919	6,189,888 	9,888 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200920	4,477,152 	7,152 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200921	6,550,464 	10,464 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200922	7,406,832 	11,832 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200923	7,166,448 	11,448 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200924	4,612,368 	7,368 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200925	1,802,880 	2,880 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200926	4,011,408 	6,408 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200927	8,112,960 	12,960 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200928	17,533,008 	28,008 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20200929	15,305,802 	24,264 	38.3%	631 	1,023 
SELL-IN	A	200 	다	20200930		0 			
SELL-IN	A	200 	다	20201001		0 			
SELL-IN	A	200 	다	20201002		0 			
SELL-IN	A	200 	다	20201003	6,668,518 	13,848 	52.9%	482 	1,023 
SELL-IN	A	200 	다	20201004		0 			
SELL-IN	A	200 	다	20201005	4,072,582 	6,672 	40.3%	610 	1,023 
SELL-IN	A	200 	다	20201006	6,085,646 	9,936 	40.1%	612 	1,023 
SELL-IN	A	200 	다	20201007	2,478,590 	3,960 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20201008	2,809,796 	4,536 	39.4%	619 	1,023 
SELL-IN	A	200 	다	20201009	4,733,022 	7,632 	39.4%	620 	1,023 
SELL-IN	A	200 	다	20201010	2,808,933 	4,488 	38.8%	626 	1,023 
SELL-IN	A	200 	다	20201011		0 			
SELL-IN	A	200 	다	20201012	3,651,941 	5,976 	40.2%	611 	1,023 
SELL-IN	A	200 	다	20201013	4,267,370 	6,960 	40.0%	613 	1,023 
SELL-IN	A	200 	다	20201014	3,732,087 	7,512 	51.4%	497 	1,023 
SELL-IN	A	200 	다	20201015	1,051,621 	1,728 	40.5%	609 	1,023 
SELL-IN	A	200 	다	20201016	4,358,873 	7,128 	40.2%	612 	1,023 
SELL-IN	A	200 	다	20201017	871,700 	1,440 	40.8%	605 	1,023 
SELL-IN	A	200 	다	20201018		0 			
SELL-IN	A	200 	다	20201019	4,238,093 	6,888 	39.8%	615 	1,023 
SELL-IN	A	200 	다	20201020	9,330,496 	15,936 	42.8%	585 	1,023 
SELL-IN	A	200 	다	20201021	2,259,600 	3,840 	42.5%	588 	1,023 
SELL-IN	A	200 	다	20201022	1,352,283 	2,208 	40.1%	612 	1,023 
SELL-IN	A	200 	다	20201023	2,263,535 	3,960 	44.1%	572 	1,023 
SELL-IN	A	200 	다	20201024	4,352,089 	7,344 	42.1%	593 	1,023 
SELL-IN	A	200 	다	20201025		0 			
SELL-IN	A	200 	다	20201026	2,047,278 	3,888 	48.5%	527 	1,023 
